algorithm_id,accuracy_score
1,0.8041275105951723
1,0.8242882152400258
1,0.8292795282845035
1,0.8442970333517598
1,0.8407038879675696
1,0.8147056113516999
1,0.8000552842532018
1,0.8404274921687857
1,0.841901603095633
1,0.8342393808163642
1,0.8399668325041459
1,0.8383084577114428
1,0.8433757140224802
1,0.83978256863829
1,0.83978256863829
1,0.83978256863829
1,0.8394140409065782
1,0.8388612493090105
1,0.8395061728395061
1,0.8395061728395061
1,0.8399520869805583
1,0.8374792703150912
1,0.8389385423385239
1,0.8413341933106053
1,0.8411499124665991
1,0.8407813507785865
1,0.8387542614945176
1,0.8412420528886022
1,0.8405970699345803
1,0.8407813507785865
1,0.8298166405602138
1,0.839690436705362
1,0.8440206375529758
1,0.8443748272367088
1,0.8397678061365521
1,0.8322122915322953
1,0.8430848613286649
1,0.8422555975306367
1,0.8440062655486962
1,0.8438219847046899
1,0.8440984059706993
1,0.8442826868147056
1,0.8398747005712179
1,0.8394140409065782
1,0.8405970699345803
1,0.8423477379526398
1,0.8429150543578404
1,0.8376635341809471
1,0.8429150543578404
1,0.8423622627602727
1,0.8427307904919845
1,0.8425465266261286
1,0.8426386585590566
1,0.8410724156992814
1,0.8402432283029297
1,0.841057772044596
1,0.8385848535102266
1,0.8384927215772987
1,0.8374792703150912
1,0.8352681039248203
1,0.8343467845955408
1,0.8299244518149991
1,0.8329648056016216
1,0.8267919660954487
1,0.8448498249493275
1,0.8392149636045333
1,0.8382163257785148
1,0.8349765041923892
1,0.83617432967843
1,0.8226460291136908
1,0.8390306827605271
1,0.8327805417357657
1,0.8313985627418463
1,0.8297401879491432
1,0.8239358761746821
1,0.8154597383453105
1,0.8362815551870278
1,0.8449419568822554
1,0.8346231803943247
1,0.8350838400589644
1,0.8442970333517598
1,0.8384927215772987
1,0.8454947484798231
1,0.8453104846139672
1,0.8392297770407223
1,0.8369264787175235
1,0.8433757140224802
1,0.8452183526810393
1,0.843744241754192
1,0.802653399668325
2,0.8501228501228502
2,0.856353591160221
2,0.8360957642725598
2,0.8324125230202578
2,0.8520564763658687
2,0.8538980969920197
2,0.8569674647022714
2,0.8569674647022714
2,0.8642506142506142
2,0.8575813382443217
2,0.8575813382443217
2,0.8575813382443217
2,0.8575813382443217
2,0.8353808353808354
2,0.8390663390663391
2,0.85995085995086
2,0.85995085995086
2,0.8575813382443217
2,0.8501228501228502
2,0.8569674647022714
2,0.8636363636363636
2,0.8654791154791155
2,0.8433660933660934
2,0.828009828009828
2,0.8654791154791155
2,0.8660933660933661
2,0.8654791154791155
2,0.8654791154791155
2,0.8575813382443217
2,0.8654791154791155
2,0.8230958230958231
2,0.8501228501228502
2,0.8654791154791155
2,0.8501228501228502
2,0.8495085995085995
2,0.8495085995085995
2,0.8507371007371007
2,0.8507371007371007
2,0.8501228501228502
2,0.8654791154791155
2,0.8501228501228502
2,0.8433660933660934
3,0.7536855036855037
3,0.8298525798525799
3,0.855036855036855
3,0.8642506142506142
3,0.8679361179361179
3,0.8581081081081081
3,0.8415233415233415
3,0.7536855036855037
3,0.8384520884520884
3,0.8243243243243243
3,0.8378378378378378
3,0.8495085995085995
3,0.8445945945945946
3,0.8482800982800983
3,0.8458230958230958
3,0.8525798525798526
3,0.8513513513513513
3,0.8697788697788698
3,0.7757985257985258
3,0.8611793611793612
3,0.8667894413750767
3,0.8513513513513513
3,0.8452088452088452
3,0.7550644567219152
3,0.7550644567219152
3,0.7894413750767342
3,0.8379373848987108
3,0.850828729281768
3,0.8594229588704727
3,0.8588090853284224
3,0.8525798525798526
3,0.8661755678330264
3,0.8655616942909761
3,0.858195211786372
3,0.860036832412523
3,0.8360957642725598
3,0.7530712530712531
3,0.7530712530712531
3,0.785012285012285
3,0.8372235872235873
3,0.8606507059545734
3,0.8163390663390664
